OBJECTID,neighborhood,ucrDescription,number,reportMonth,reportYear
12423,Morris Park,Rape,0,1,2019
12424,Morris Park,Robbery,0,1,2019
12425,Near - North,Aggravated Assault,6,1,2019
12426,Near - North,Arson,0,1,2019
12427,Near - North,Auto Theft,4,1,2019
12428,Near - North,Burglary,3,1,2019
12429,Near - North,Homicide,0,1,2019
12430,Near - North,Larceny,19,1,2019
12431,Near - North,Rape,0,1,2019
12432,Near - North,Robbery,1,1,2019
12433,Nicollet Island - East Bank,Aggravated Assault,0,1,2019
12434,Nicollet Island - East Bank,Arson,0,1,2019
12435,Nicollet Island - East Bank,Auto Theft,0,1,2019
12436,Nicollet Island - East Bank,Burglary,1,1,2019
12437,Nicollet Island - East Bank,Homicide,0,1,2019
12438,Nicollet Island - East Bank,Larceny,7,1,2019
12439,Nicollet Island - East Bank,Rape,0,1,2019
12440,Nicollet Island - East Bank,Robbery,0,1,2019
12441,North Loop,Aggravated Assault,1,1,2019
12442,North Loop,Arson,0,1,2019
12443,North Loop,Auto Theft,0,1,2019
12444,North Loop,Burglary,1,1,2019
12445,North Loop,Homicide,0,1,2019
12446,North Loop,Larceny,17,1,2019
12447,North Loop,Rape,1,1,2019
12448,North Loop,Robbery,1,1,2019
12449,Northeast Park,Aggravated Assault,0,1,2019
12450,Northeast Park,Arson,0,1,2019
12451,Northeast Park,Auto Theft,0,1,2019
12452,Northeast Park,Burglary,1,1,2019
12453,Northeast Park,Homicide,0,1,2019
12454,Northeast Park,Larceny,18,1,2019
12455,Northeast Park,Rape,0,1,2019
12456,Northeast Park,Robbery,0,1,2019
12457,Northrop,Aggravated Assault,1,1,2019
12458,Northrop,Arson,0,1,2019
12459,Northrop,Auto Theft,0,1,2019
12460,Northrop,Burglary,6,1,2019
12461,Northrop,Homicide,0,1,2019
12462,Northrop,Larceny,8,1,2019
12463,Northrop,Rape,0,1,2019
12464,Northrop,Robbery,0,1,2019
12465,Page,Aggravated Assault,0,1,2019
12466,Page,Arson,0,1,2019
12467,Page,Auto Theft,0,1,2019
12468,Page,Burglary,0,1,2019
12469,Page,Homicide,0,1,2019
12470,Page,Larceny,1,1,2019
12471,Page,Rape,0,1,2019
12472,Page,Robbery,0,1,2019
12473,Phillips West,Aggravated Assault,1,1,2019
12474,Phillips West,Arson,0,1,2019
12475,Phillips West,Auto Theft,10,1,2019
12476,Phillips West,Burglary,2,1,2019
12477,Phillips West,Homicide,0,1,2019
12478,Phillips West,Larceny,9,1,2019
12479,Phillips West,Rape,1,1,2019
12480,Phillips West,Robbery,0,1,2019
12481,Powderhorn Park,Aggravated Assault,2,1,2019
12482,Powderhorn Park,Arson,0,1,2019
12483,Powderhorn Park,Auto Theft,6,1,2019
12484,Powderhorn Park,Burglary,15,1,2019
12485,Powderhorn Park,Homicide,0,1,2019
12486,Powderhorn Park,Larceny,6,1,2019
12487,Powderhorn Park,Rape,0,1,2019
12488,Powderhorn Park,Robbery,2,1,2019
12489,Prospect Park - East River Road,Aggravated Assault,4,1,2019
12490,Prospect Park - East River Road,Arson,0,1,2019
12491,Prospect Park - East River Road,Auto Theft,3,1,2019
12492,Prospect Park - East River Road,Burglary,4,1,2019
12493,Prospect Park - East River Road,Homicide,0,1,2019
12494,Prospect Park - East River Road,Larceny,21,1,2019
12495,Prospect Park - East River Road,Rape,1,1,2019
12496,Prospect Park - East River Road,Robbery,0,1,2019
12497,Regina,Aggravated Assault,0,1,2019
12498,Regina,Arson,0,1,2019
12499,Regina,Auto Theft,0,1,2019
12500,Regina,Burglary,1,1,2019
12501,Regina,Homicide,0,1,2019
12502,Regina,Larceny,1,1,2019
12503,Regina,Rape,0,1,2019
12504,Regina,Robbery,0,1,2019
12505,Seward,Aggravated Assault,1,1,2019
12506,Seward,Arson,0,1,2019
12507,Seward,Auto Theft,5,1,2019
12508,Seward,Burglary,3,1,2019
12509,Seward,Homicide,0,1,2019
12510,Seward,Larceny,15,1,2019
12511,Seward,Rape,1,1,2019
12512,Seward,Robbery,0,1,2019
12513,Sheridan,Aggravated Assault,0,1,2019
12514,Sheridan,Arson,0,1,2019
12515,Sheridan,Auto Theft,0,1,2019
12516,Sheridan,Burglary,0,1,2019
12517,Sheridan,Homicide,0,1,2019
12518,Sheridan,Larceny,3,1,2019
12519,Sheridan,Rape,1,1,2019
12520,Sheridan,Robbery,0,1,2019
12521,Shingle Creek,Aggravated Assault,1,1,2019
12522,Shingle Creek,Arson,0,1,2019
12523,Shingle Creek,Auto Theft,3,1,2019
12524,Shingle Creek,Burglary,0,1,2019
12525,Shingle Creek,Homicide,0,1,2019
12526,Shingle Creek,Larceny,2,1,2019
12527,Shingle Creek,Rape,0,1,2019
12528,Shingle Creek,Robbery,0,1,2019
12529,St. Anthony East,Aggravated Assault,0,1,2019
12530,St. Anthony East,Arson,0,1,2019
12531,St. Anthony East,Auto Theft,0,1,2019
12532,St. Anthony East,Burglary,1,1,2019
12533,St. Anthony East,Homicide,0,1,2019
12534,St. Anthony East,Larceny,2,1,2019
12535,St. Anthony East,Rape,1,1,2019
12536,St. Anthony East,Robbery,1,1,2019
12537,St. Anthony West,Aggravated Assault,0,1,2019
12538,St. Anthony West,Arson,0,1,2019
12539,St. Anthony West,Auto Theft,4,1,2019
12540,St. Anthony West,Burglary,0,1,2019
12541,St. Anthony West,Homicide,0,1,2019
12542,St. Anthony West,Larceny,3,1,2019
12543,St. Anthony West,Rape,0,1,2019
12544,St. Anthony West,Robbery,0,1,2019
12545,Standish,Aggravated Assault,1,1,2019
12546,Standish,Arson,0,1,2019
12547,Standish,Auto Theft,1,1,2019
12548,Standish,Burglary,3,1,2019
12549,Standish,Homicide,0,1,2019
12550,Standish,Larceny,5,1,2019
12551,Standish,Rape,0,1,2019
12552,Standish,Robbery,0,1,2019
12553,Steven's Square - Loring Heights,Aggravated Assault,1,1,2019
12554,Steven's Square - Loring Heights,Arson,0,1,2019
12555,Steven's Square - Loring Heights,Auto Theft,2,1,2019
12556,Steven's Square - Loring Heights,Burglary,4,1,2019
12557,Steven's Square - Loring Heights,Homicide,0,1,2019
12558,Steven's Square - Loring Heights,Larceny,6,1,2019
12559,Steven's Square - Loring Heights,Rape,0,1,2019
12560,Steven's Square - Loring Heights,Robbery,1,1,2019
12561,Sumner - Glenwood,Aggravated Assault,3,1,2019
12562,Sumner - Glenwood,Arson,0,1,2019
12563,Sumner - Glenwood,Auto Theft,0,1,2019
12564,Sumner - Glenwood,Burglary,0,1,2019
12565,Sumner - Glenwood,Homicide,0,1,2019
12566,Sumner - Glenwood,Larceny,2,1,2019
12567,Sumner - Glenwood,Rape,0,1,2019
12568,Sumner - Glenwood,Robbery,1,1,2019
12569,Tangletown,Aggravated Assault,0,1,2019
12570,Tangletown,Arson,0,1,2019
12571,Tangletown,Auto Theft,1,1,2019
12572,Tangletown,Burglary,2,1,2019
12573,Tangletown,Homicide,0,1,2019
12574,Tangletown,Larceny,1,1,2019
12575,Tangletown,Rape,0,1,2019
12576,Tangletown,Robbery,0,1,2019
12577,University of Minnesota,Aggravated Assault,0,1,2019
12578,University of Minnesota,Arson,0,1,2019
12579,University of Minnesota,Auto Theft,0,1,2019
12580,University of Minnesota,Burglary,3,1,2019
12581,University of Minnesota,Homicide,0,1,2019
12582,University of Minnesota,Larceny,4,1,2019
12583,University of Minnesota,Rape,0,1,2019
12584,University of Minnesota,Robbery,0,1,2019
12585,Ventura Village,Aggravated Assault,2,1,2019
12586,Ventura Village,Arson,0,1,2019
12587,Ventura Village,Auto Theft,14,1,2019
12588,Ventura Village,Burglary,4,1,2019
12589,Ventura Village,Homicide,0,1,2019
12590,Ventura Village,Larceny,18,1,2019
12591,Ventura Village,Rape,2,1,2019
12592,Ventura Village,Robbery,4,1,2019
12593,Victory,Aggravated Assault,1,1,2019
12594,Victory,Arson,0,1,2019
12595,Victory,Auto Theft,4,1,2019
12596,Victory,Burglary,0,1,2019
12597,Victory,Homicide,0,1,2019
12598,Victory,Larceny,5,1,2019
12599,Victory,Rape,0,1,2019
12600,Victory,Robbery,0,1,2019
12601,Waite Park,Aggravated Assault,2,1,2019
12602,Waite Park,Arson,0,1,2019
12603,Waite Park,Auto Theft,0,1,2019
12604,Waite Park,Burglary,9,1,2019
12605,Waite Park,Homicide,0,1,2019
12606,Waite Park,Larceny,1,1,2019
12607,Waite Park,Rape,0,1,2019
12608,Waite Park,Robbery,0,1,2019
12609,Webber - Camden,Aggravated Assault,6,1,2019
12610,Webber - Camden,Arson,0,1,2019
12611,Webber - Camden,Auto Theft,6,1,2019
12612,Webber - Camden,Burglary,1,1,2019
12613,Webber - Camden,Homicide,0,1,2019
12614,Webber - Camden,Larceny,5,1,2019
12615,Webber - Camden,Rape,0,1,2019
12616,Webber - Camden,Robbery,3,1,2019
12617,Wenonah,Aggravated Assault,2,1,2019
12618,Wenonah,Arson,0,1,2019
12619,Wenonah,Auto Theft,2,1,2019
12620,Wenonah,Burglary,2,1,2019
12621,Wenonah,Homicide,0,1,2019
12622,Wenonah,Larceny,1,1,2019
12623,Wenonah,Rape,0,1,2019
12624,Wenonah,Robbery,0,1,2019
12625,West Calhoun,Aggravated Assault,0,1,2019
12626,West Calhoun,Arson,0,1,2019
12627,West Calhoun,Auto Theft,0,1,2019
12628,West Calhoun,Burglary,0,1,2019
12629,West Calhoun,Homicide,0,1,2019
12630,West Calhoun,Larceny,9,1,2019
12631,West Calhoun,Rape,0,1,2019
12632,West Calhoun,Robbery,1,1,2019
12633,Whittier,Aggravated Assault,6,1,2019
12634,Whittier,Arson,0,1,2019
12635,Whittier,Auto Theft,9,1,2019
12636,Whittier,Burglary,11,1,2019
12637,Whittier,Homicide,0,1,2019
12638,Whittier,Larceny,37,1,2019
12639,Whittier,Rape,3,1,2019
12640,Whittier,Robbery,3,1,2019
12641,Willard - Hay,Aggravated Assault,12,1,2019
12642,Willard - Hay,Arson,0,1,2019
12643,Willard - Hay,Auto Theft,4,1,2019
12644,Willard - Hay,Burglary,1,1,2019
12645,Willard - Hay,Homicide,0,1,2019
12646,Willard - Hay,Larceny,6,1,2019
12647,Willard - Hay,Rape,1,1,2019
12648,Willard - Hay,Robbery,2,1,2019
12649,Windom,Aggravated Assault,1,1,2019
12650,Windom,Arson,0,1,2019
12651,Windom,Auto Theft,1,1,2019
12652,Windom,Burglary,4,1,2019
12653,Windom,Homicide,0,1,2019
12654,Windom,Larceny,6,1,2019
12655,Windom,Rape,1,1,2019
12656,Windom,Robbery,0,1,2019
12657,Windom Park,Aggravated Assault,1,1,2019
12658,Windom Park,Arson,0,1,2019
12659,Windom Park,Auto Theft,3,1,2019
12660,Windom Park,Burglary,2,1,2019
12661,Windom Park,Homicide,0,1,2019
12662,Windom Park,Larceny,6,1,2019
12663,Windom Park,Rape,0,1,2019
12664,Windom Park,Robbery,0,1,2019
12665,Z_** NOT ASSIGNED **,Aggravated Assault,2,1,2019
12666,Z_** NOT ASSIGNED **,Arson,0,1,2019
12667,Z_** NOT ASSIGNED **,Auto Theft,1,1,2019
12668,Z_** NOT ASSIGNED **,Burglary,1,1,2019
12669,Z_** NOT ASSIGNED **,Homicide,0,1,2019
12670,Z_** NOT ASSIGNED **,Larceny,0,1,2019
12671,Z_** NOT ASSIGNED **,Rape,4,1,2019
12672,Z_** NOT ASSIGNED **,Robbery,1,1,2019
12673,Armatage,Aggravated Assault,2,2,2019
12674,Armatage,Arson,0,2,2019
12675,Armatage,Auto Theft,0,2,2019
12676,Armatage,Burglary,0,2,2019
12677,Armatage,Homicide,0,2,2019
12678,Armatage,Larceny,3,2,2019
12679,Armatage,Rape,0,2,2019
12680,Armatage,Robbery,0,2,2019
12681,Audubon Park,Aggravated Assault,3,2,2019
12682,Audubon Park,Arson,0,2,2019
12683,Audubon Park,Auto Theft,1,2,2019
12684,Audubon Park,Burglary,1,2,2019
12685,Audubon Park,Homicide,0,2,2019
12686,Audubon Park,Larceny,3,2,2019
12687,Audubon Park,Rape,0,2,2019
12688,Audubon Park,Robbery,1,2,2019
12689,Bancroft,Aggravated Assault,0,2,2019
12690,Bancroft,Arson,0,2,2019
12691,Bancroft,Auto Theft,1,2,2019
12692,Bancroft,Burglary,2,2,2019
12693,Bancroft,Homicide,0,2,2019
12694,Bancroft,Larceny,5,2,2019
12695,Bancroft,Rape,0,2,2019
12696,Bancroft,Robbery,0,2,2019
12697,Beltrami,Aggravated Assault,0,2,2019
12698,Beltrami,Arson,0,2,2019
12699,Beltrami,Auto Theft,1,2,2019
12700,Beltrami,Burglary,0,2,2019
12701,Beltrami,Homicide,0,2,2019
12702,Beltrami,Larceny,3,2,2019
12703,Beltrami,Rape,0,2,2019
12704,Beltrami,Robbery,0,2,2019
12705,Bottineau,Aggravated Assault,0,2,2019
12706,Bottineau,Arson,0,2,2019
12707,Bottineau,Auto Theft,0,2,2019
12708,Bottineau,Burglary,0,2,2019
12709,Bottineau,Homicide,0,2,2019
12710,Bottineau,Larceny,5,2,2019
12711,Bottineau,Rape,0,2,2019
12712,Bottineau,Robbery,0,2,2019
12713,Bryant,Aggravated Assault,1,2,2019
12714,Bryant,Arson,0,2,2019
12715,Bryant,Auto Theft,2,2,2019
12716,Bryant,Burglary,1,2,2019
12717,Bryant,Homicide,0,2,2019
12718,Bryant,Larceny,1,2,2019
12719,Bryant,Rape,0,2,2019
12720,Bryant,Robbery,0,2,2019
12721,Bryn - Mawr,Aggravated Assault,0,2,2019
12722,Bryn - Mawr,Arson,0,2,2019
12723,Bryn - Mawr,Auto Theft,3,2,2019
12724,Bryn - Mawr,Burglary,0,2,2019
12725,Bryn - Mawr,Homicide,0,2,2019
12726,Bryn - Mawr,Larceny,1,2,2019
12727,Bryn - Mawr,Rape,0,2,2019
12728,Bryn - Mawr,Robbery,0,2,2019
12729,CARAG,Aggravated Assault,0,2,2019
12730,CARAG,Arson,0,2,2019
12731,CARAG,Auto Theft,2,2,2019
12732,CARAG,Burglary,2,2,2019
12733,CARAG,Homicide,0,2,2019
12734,CARAG,Larceny,19,2,2019
12735,CARAG,Rape,2,2,2019
12736,CARAG,Robbery,0,2,2019
12737,Camden Industrial,Aggravated Assault,0,2,2019
12738,Camden Industrial,Arson,0,2,2019
12739,Camden Industrial,Auto Theft,0,2,2019
12740,Camden Industrial,Burglary,1,2,2019
12741,Camden Industrial,Homicide,0,2,2019
12742,Camden Industrial,Larceny,0,2,2019
12743,Camden Industrial,Rape,0,2,2019
12744,Camden Industrial,Robbery,0,2,2019
12745,Cedar - Isles - Dean,Aggravated Assault,0,2,2019
12746,Cedar - Isles - Dean,Arson,0,2,2019
12747,Cedar - Isles - Dean,Auto Theft,1,2,2019
12748,Cedar - Isles - Dean,Burglary,0,2,2019
12749,Cedar - Isles - Dean,Homicide,0,2,2019
12750,Cedar - Isles - Dean,Larceny,4,2,2019
12751,Cedar - Isles - Dean,Rape,0,2,2019
12752,Cedar - Isles - Dean,Robbery,0,2,2019
12753,Cedar Riverside,Aggravated Assault,1,2,2019
12754,Cedar Riverside,Arson,0,2,2019
12755,Cedar Riverside,Auto Theft,7,2,2019
12756,Cedar Riverside,Burglary,2,2,2019
12757,Cedar Riverside,Homicide,0,2,2019
12758,Cedar Riverside,Larceny,15,2,2019
12759,Cedar Riverside,Rape,0,2,2019
12760,Cedar Riverside,Robbery,0,2,2019
12761,Central,Aggravated Assault,3,2,2019
12762,Central,Arson,0,2,2019
12763,Central,Auto Theft,6,2,2019
12764,Central,Burglary,1,2,2019
12765,Central,Homicide,0,2,2019
12766,Central,Larceny,3,2,2019
12767,Central,Rape,1,2,2019
12768,Central,Robbery,0,2,2019
12769,Cleveland,Aggravated Assault,2,2,2019
12770,Cleveland,Arson,0,2,2019
12771,Cleveland,Auto Theft,2,2,2019
12772,Cleveland,Burglary,0,2,2019
12773,Cleveland,Homicide,0,2,2019
12774,Cleveland,Larceny,2,2,2019
12775,Cleveland,Rape,0,2,2019
12776,Cleveland,Robbery,0,2,2019
12777,Columbia Park,Aggravated Assault,0,2,2019
12778,Columbia Park,Arson,0,2,2019
12779,Columbia Park,Auto Theft,1,2,2019
12780,Columbia Park,Burglary,0,2,2019
12781,Columbia Park,Homicide,0,2,2019
12782,Columbia Park,Larceny,0,2,2019
12783,Columbia Park,Rape,0,2,2019
12784,Columbia Park,Robbery,0,2,2019
12785,Como,Aggravated Assault,0,2,2019
12786,Como,Arson,0,2,2019
12787,Como,Auto Theft,2,2,2019
12788,Como,Burglary,2,2,2019
12789,Como,Homicide,0,2,2019
12790,Como,Larceny,7,2,2019
12791,Como,Rape,2,2,2019
12792,Como,Robbery,0,2,2019
12793,Cooper,Aggravated Assault,0,2,2019
12794,Cooper,Arson,0,2,2019
12795,Cooper,Auto Theft,1,2,2019
12796,Cooper,Burglary,5,2,2019
12797,Cooper,Homicide,0,2,2019
12798,Cooper,Larceny,4,2,2019
12799,Cooper,Rape,0,2,2019
12800,Cooper,Robbery,0,2,2019
12801,Corcoran,Aggravated Assault,0,2,2019
12802,Corcoran,Arson,0,2,2019
12803,Corcoran,Auto Theft,3,2,2019
12804,Corcoran,Burglary,1,2,2019
12805,Corcoran,Homicide,0,2,2019
12806,Corcoran,Larceny,1,2,2019
12807,Corcoran,Rape,0,2,2019
12808,Corcoran,Robbery,0,2,2019
12809,Diamond Lake,Aggravated Assault,1,2,2019
12810,Diamond Lake,Arson,0,2,2019
12811,Diamond Lake,Auto Theft,0,2,2019
12812,Diamond Lake,Burglary,0,2,2019
12813,Diamond Lake,Homicide,0,2,2019
12814,Diamond Lake,Larceny,3,2,2019
12815,Diamond Lake,Rape,0,2,2019
12816,Diamond Lake,Robbery,0,2,2019
12817,Downtown East,Aggravated Assault,0,2,2019
12818,Downtown East,Arson,0,2,2019
12819,Downtown East,Auto Theft,2,2,2019
12820,Downtown East,Burglary,1,2,2019
12821,Downtown East,Homicide,0,2,2019
12822,Downtown East,Larceny,12,2,2019
12823,Downtown East,Rape,0,2,2019
12824,Downtown East,Robbery,0,2,2019
12825,Downtown West,Aggravated Assault,11,2,2019
12826,Downtown West,Arson,0,2,2019
12827,Downtown West,Auto Theft,5,2,2019
12828,Downtown West,Burglary,2,2,2019
12829,Downtown West,Homicide,0,2,2019
12830,Downtown West,Larceny,107,2,2019
12831,Downtown West,Rape,0,2,2019
12832,Downtown West,Robbery,11,2,2019
12833,ECCO,Aggravated Assault,0,2,2019
12834,ECCO,Arson,0,2,2019
12835,ECCO,Auto Theft,1,2,2019
12836,ECCO,Burglary,0,2,2019
12837,ECCO,Homicide,0,2,2019
12838,ECCO,Larceny,10,2,2019
12839,ECCO,Rape,0,2,2019
12840,ECCO,Robbery,0,2,2019
12841,East Harriet,Aggravated Assault,0,2,2019
12842,East Harriet,Arson,0,2,2019
12843,East Harriet,Auto Theft,2,2,2019
12844,East Harriet,Burglary,0,2,2019
12845,East Harriet,Homicide,0,2,2019
12846,East Harriet,Larceny,1,2,2019
12847,East Harriet,Rape,0,2,2019
12848,East Harriet,Robbery,0,2,2019
12849,East Isles,Aggravated Assault,2,2,2019
12850,East Isles,Arson,0,2,2019
12851,East Isles,Auto Theft,0,2,2019
12852,East Isles,Burglary,2,2,2019
12853,East Isles,Homicide,0,2,2019
12854,East Isles,Larceny,10,2,2019
12855,East Isles,Rape,0,2,2019
12856,East Isles,Robbery,2,2,2019
12857,East Phillips,Aggravated Assault,4,2,2019
12858,East Phillips,Arson,0,2,2019
12859,East Phillips,Auto Theft,4,2,2019
12860,East Phillips,Burglary,2,2,2019
12861,East Phillips,Homicide,0,2,2019
12862,East Phillips,Larceny,11,2,2019
12863,East Phillips,Rape,0,2,2019
12864,East Phillips,Robbery,1,2,2019
12865,Elliot Park,Aggravated Assault,4,2,2019
12866,Elliot Park,Arson,0,2,2019
12867,Elliot Park,Auto Theft,5,2,2019
12868,Elliot Park,Burglary,2,2,2019
12869,Elliot Park,Homicide,0,2,2019
12870,Elliot Park,Larceny,13,2,2019
12871,Elliot Park,Rape,2,2,2019
12872,Elliot Park,Robbery,2,2,2019
12873,Ericsson,Aggravated Assault,0,2,2019
12874,Ericsson,Arson,0,2,2019
12875,Ericsson,Auto Theft,1,2,2019
12876,Ericsson,Burglary,3,2,2019
12877,Ericsson,Homicide,0,2,2019
12878,Ericsson,Larceny,2,2,2019
12879,Ericsson,Rape,0,2,2019
12880,Ericsson,Robbery,0,2,2019
12881,Field,Aggravated Assault,0,2,2019
12882,Field,Arson,0,2,2019
12883,Field,Auto Theft,3,2,2019
12884,Field,Burglary,0,2,2019
12885,Field,Homicide,0,2,2019
12886,Field,Larceny,1,2,2019
12887,Field,Rape,0,2,2019
12888,Field,Robbery,0,2,2019
12889,Folwell,Aggravated Assault,6,2,2019
12890,Folwell,Arson,0,2,2019
12891,Folwell,Auto Theft,7,2,2019
12892,Folwell,Burglary,1,2,2019
12893,Folwell,Homicide,0,2,2019
12894,Folwell,Larceny,4,2,2019
12895,Folwell,Rape,0,2,2019
12896,Folwell,Robbery,2,2,2019
12897,Fulton,Aggravated Assault,0,2,2019
12898,Fulton,Arson,0,2,2019
12899,Fulton,Auto Theft,0,2,2019
12900,Fulton,Burglary,1,2,2019
12901,Fulton,Homicide,0,2,2019
12902,Fulton,Larceny,5,2,2019
12903,Fulton,Rape,0,2,2019
12904,Fulton,Robbery,0,2,2019
12905,Hale,Aggravated Assault,0,2,2019
12906,Hale,Arson,0,2,2019
12907,Hale,Auto Theft,1,2,2019
12908,Hale,Burglary,0,2,2019
12909,Hale,Homicide,0,2,2019
12910,Hale,Larceny,2,2,2019
12911,Hale,Rape,0,2,2019
12912,Hale,Robbery,0,2,2019
12913,Harrison,Aggravated Assault,3,2,2019
12914,Harrison,Arson,0,2,2019
12915,Harrison,Auto Theft,3,2,2019
12916,Harrison,Burglary,1,2,2019
12917,Harrison,Homicide,0,2,2019
12918,Harrison,Larceny,4,2,2019
12919,Harrison,Rape,0,2,2019
12920,Harrison,Robbery,0,2,2019
12921,Hawthorne,Aggravated Assault,7,2,2019
12922,Hawthorne,Arson,0,2,2019
12923,Hawthorne,Auto Theft,10,2,2019
12924,Hawthorne,Burglary,1,2,2019
12925,Hawthorne,Homicide,0,2,2019
12926,Hawthorne,Larceny,7,2,2019
12927,Hawthorne,Rape,0,2,2019
12928,Hawthorne,Robbery,1,2,2019
12929,Hiawatha,Aggravated Assault,0,2,2019
12930,Hiawatha,Arson,0,2,2019
12931,Hiawatha,Auto Theft,4,2,2019
12932,Hiawatha,Burglary,1,2,2019
12933,Hiawatha,Homicide,0,2,2019
12934,Hiawatha,Larceny,13,2,2019
12935,Hiawatha,Rape,0,2,2019
12936,Hiawatha,Robbery,1,2,2019
12937,Holland,Aggravated Assault,1,2,2019
12938,Holland,Arson,0,2,2019
12939,Holland,Auto Theft,1,2,2019
12940,Holland,Burglary,2,2,2019
12941,Holland,Homicide,0,2,2019
12942,Holland,Larceny,7,2,2019
12943,Holland,Rape,1,2,2019
12944,Holland,Robbery,0,2,2019
12945,Howe,Aggravated Assault,1,2,2019
12946,Howe,Arson,1,2,2019
12947,Howe,Auto Theft,3,2,2019
12948,Howe,Burglary,5,2,2019
12949,Howe,Homicide,0,2,2019
12950,Howe,Larceny,11,2,2019
12951,Howe,Rape,0,2,2019
12952,Howe,Robbery,0,2,2019
12953,Humboldt Industrial Area,Aggravated Assault,0,2,2019
12954,Humboldt Industrial Area,Arson,0,2,2019
12955,Humboldt Industrial Area,Auto Theft,0,2,2019
12956,Humboldt Industrial Area,Burglary,0,2,2019
12957,Humboldt Industrial Area,Homicide,0,2,2019
12958,Humboldt Industrial Area,Larceny,0,2,2019
12959,Humboldt Industrial Area,Rape,0,2,2019
12960,Humboldt Industrial Area,Robbery,0,2,2019
12961,Jordan,Aggravated Assault,5,2,2019
12962,Jordan,Arson,0,2,2019
12963,Jordan,Auto Theft,8,2,2019
12964,Jordan,Burglary,6,2,2019
12965,Jordan,Homicide,0,2,2019
12966,Jordan,Larceny,10,2,2019
12967,Jordan,Rape,2,2,2019
12968,Jordan,Robbery,2,2,2019
12969,Keewaydin,Aggravated Assault,0,2,2019
12970,Keewaydin,Arson,0,2,2019
12971,Keewaydin,Auto Theft,1,2,2019
12972,Keewaydin,Burglary,1,2,2019
12973,Keewaydin,Homicide,0,2,2019
12974,Keewaydin,Larceny,3,2,2019
12975,Keewaydin,Rape,0,2,2019
12976,Keewaydin,Robbery,0,2,2019
12977,Kenny,Aggravated Assault,0,2,2019
12978,Kenny,Arson,0,2,2019
12979,Kenny,Auto Theft,1,2,2019
12980,Kenny,Burglary,1,2,2019
12981,Kenny,Homicide,0,2,2019
12982,Kenny,Larceny,2,2,2019
12983,Kenny,Rape,0,2,2019
12984,Kenny,Robbery,0,2,2019
12985,Kenwood,Aggravated Assault,0,2,2019
12986,Kenwood,Arson,0,2,2019
12987,Kenwood,Auto Theft,0,2,2019
12988,Kenwood,Burglary,1,2,2019
12989,Kenwood,Homicide,0,2,2019
12990,Kenwood,Larceny,0,2,2019
12991,Kenwood,Rape,0,2,2019
12992,Kenwood,Robbery,0,2,2019
12993,King Field,Aggravated Assault,0,2,2019
12994,King Field,Arson,0,2,2019
12995,King Field,Auto Theft,2,2,2019
12996,King Field,Burglary,6,2,2019
12997,King Field,Homicide,0,2,2019
12998,King Field,Larceny,6,2,2019
12999,King Field,Rape,0,2,2019
13000,King Field,Robbery,0,2,2019
6001,LORING PARK,Aggravated Assault,5,4,2018
6002,LORING PARK,Arson,,4,2018
6003,LORING PARK,Auto Theft,1,4,2018
6004,LORING PARK,Burglary,4,4,2018
6005,LORING PARK,Homicide,,4,2018
6006,LORING PARK,Larceny,28,4,2018
6007,LORING PARK,Rape,1,4,2018
6008,LORING PARK,Robbery,3,4,2018
6009,LOWRY HILL,Aggravated Assault,,4,2018
6010,LOWRY HILL,Arson,,4,2018
6011,LOWRY HILL,Auto Theft,,4,2018
6012,LOWRY HILL,Burglary,1,4,2018
6013,LOWRY HILL,Homicide,,4,2018
6014,LOWRY HILL,Larceny,4,4,2018
6015,LOWRY HILL,Rape,,4,2018
6016,LOWRY HILL,Robbery,,4,2018
6017,LOWRY HILL EAST,Aggravated Assault,1,4,2018
6018,LOWRY HILL EAST,Arson,,4,2018
6019,LOWRY HILL EAST,Auto Theft,1,4,2018
6020,LOWRY HILL EAST,Burglary,2,4,2018
6021,LOWRY HILL EAST,Homicide,,4,2018
6022,LOWRY HILL EAST,Larceny,21,4,2018
6023,LOWRY HILL EAST,Rape,,4,2018
6024,LOWRY HILL EAST,Robbery,,4,2018
6025,LYNDALE,Aggravated Assault,5,4,2018
6026,LYNDALE,Arson,,4,2018
6027,LYNDALE,Auto Theft,1,4,2018
6028,LYNDALE,Burglary,5,4,2018
6029,LYNDALE,Homicide,,4,2018
6030,LYNDALE,Larceny,12,4,2018
6031,LYNDALE,Rape,,4,2018
6032,LYNDALE,Robbery,4,4,2018
6033,LYNNHURST,Aggravated Assault,,4,2018
6034,LYNNHURST,Arson,,4,2018
6035,LYNNHURST,Auto Theft,1,4,2018
6036,LYNNHURST,Burglary,1,4,2018
6037,LYNNHURST,Homicide,,4,2018
6038,LYNNHURST,Larceny,6,4,2018
6039,LYNNHURST,Rape,,4,2018
6040,LYNNHURST,Robbery,,4,2018
6041,MARCY HOLMES,Aggravated Assault,2,4,2018
6042,MARCY HOLMES,Arson,,4,2018
6043,MARCY HOLMES,Auto Theft,4,4,2018
6044,MARCY HOLMES,Burglary,9,4,2018
6045,MARCY HOLMES,Homicide,,4,2018
6046,MARCY HOLMES,Larceny,33,4,2018
6047,MARCY HOLMES,Rape,4,4,2018
6048,MARCY HOLMES,Robbery,2,4,2018
6049,MARSHALL TERRACE,Aggravated Assault,,4,2018
6050,MARSHALL TERRACE,Arson,,4,2018
6051,MARSHALL TERRACE,Auto Theft,1,4,2018
